stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1621,1621,Port - Noguera,,4371479.846,728685.611,,,0,
1622,1622,Port - Eivissa,,4371406.769,728915.025,,,0,
1623,1623,Port - Pare Porta,,4371299.313,729209.129,,,0,
1624,1624,Port - Joan Josep Sister,,4371219.033,729433.513,,,0,
1627,1627,Dr. Lluch - Setmana Santa Marinera,,4371646.591,729807.291,,,0,
163,163,Jardí de Monforte,,4373220.26,726576.39,,,0,
1630,1630,Menorca - Eivissa,,4371249.071,728802.057,,,0,
1631,1631,Port - Illes Canàries,,4371377.217,729004.743,,,0,
164,164,Blasco Ibáñez - Rectorat,,4373255.895,726630.069,,,0,
1646,1646,la Plata - Músic Òscar Esplá,,4370788.223,726904.768,,,0,
165,165,Blasco Ibáñez (parell) - Ciutat Universitària,,4373140.224,726804.154,,,0,
1651,1651,Hernández Lázaro - Centre  Comercial,,4372906.896,723348.226,,,0,
1652,1652,Hernández Lázaro - Vall de la Ballestera,,4373145.568,723352.366,,,0,
1653,1653,Mestre Rodrigo - General Avilés,,4373685.638,723452.241,,,0,
1654,1654,Mestre Rodrigo - la Safor,,4374050.21,723240.413,,,0,
1655,1655,Mestre Rodrigo - La Plana Baixa,,4374292.739,723095.401,,,0,
1657,1657,Nou Campanar - Hospital Arnau de Vilanova,,4374382.557,723221.957,,,0,
1658,1658,la Safor - Mestre Rodrigo,,4374180.429,723216.947,,,0,
1659,1659,Mestre Rodrigo (Imparell) - la Safor,,4374033.788,723207.867,,,0,
166,166,Facultats,,4373089.431,726950.807,,,0,
1660,1660,Mestre Rodrigo (Imparell) - General Avilés,,4373677.449,723422.421,,,0,
1661,1661,Bioparc,,4372863.141,723068.698,,,0,
1662,1662,Vall de la Ballestera - Pío Baroja,,4373115.236,723276.476,,,0,
1663,1663,Alcalde Reig - Pont del Regne,,4371352.469,727112.977,,,0,
1664,1664,Antiga Facultat Magisteri,,4371335.083,727088.402,,,0,
1665,1665,Alcalde Reig (imparell) - Pere Aleixandre,,4371140.063,727241.108,,,0,
167,167,Facultat de Filologia,,4373023.226,727143.933,,,0,
1670,1670,Reina - Remonta,,4372819.988,729845.414,,,0,
1671,1671,Reina - Espadan,,4372520.513,729822.084,,,0,
1672,1672,Reina - Pescadors,,4372326.628,729805.707,,,0,
1673,1673,Reina - Vicent Gallart,,4371853.183,729767.766,,,0,
1675,1675,Sueca - Puerto Rico,,4371264.136,725842.697,,,0,
1676,1676,Sueca - G.V. Germanies,,4371480.809,725712.637,,,0,
1677,1677,Cardenal Benlloch -La  Pobla de Farnals,,4372268.684,727535.025,,,0,
1678,1678,Cardenal Benlloch - Sants Just i Pastor,,4372515.349,727618.378,,,0,
1679,1679,Primat Reig - Cuenca Tramoyeres,,4373624.657,727016.936,,,0,
168,168,Blasco Ibáñez - Suècia,,4372953.893,727341.787,,,0,
1680,1680,Primat Reig - Viver,,4374033.685,726560.573,,,0,
1681,1681,Primat Reig - Motilla del Palancar,,4374320.895,726241.335,,,0,
1682,1682,Primat Reig - Constitució,,4374654.679,725875.193,,,0,
1683,1683,Dr. Peset Aleixandre - Montcada,,4374534.696,725341.036,,,0,
1684,1684,Dr. Peset Aleixandre - Av. de Burjassot,,4374292.156,724578.785,,,0,
1685,1685,Campanar - Conchita Piquer,,4373958.012,724384.545,,,0,
1686,1686,Pérez Galdós - Tres Forques,,4371591.176,724659.143,,,0,
1687,1687,Giorgeta - Carcaixent,,4371140.60625,724938.59975,,,0,
1688,1688,Peris i Valero - Escultor Josep Capuz,,4371380.916,726849.919,,,0,
169,169,Blasco Ibáñez - Bèlgica,,4372922.599,727522.652,,,0,
1690,1690,Giorgeta - Albacete,,4371258.226,724887.874,,,0,
1691,1691,Pérez Galdós - Martínez Aloy,,4371460.016875,724765.906125,,,0,
1692,1692,Pérez Galdós - Heroi Romeu,,4371897.466,724509.672,,,0,
1693,1693,Trànsits,,4374305.415,724695.377,,,0,
1694,1694,Primat Reig - Dr. Gómez Ferrer,,4373572.61,727032.018,,,0,
1695,1695,Cardenal Benlloch - Dr. Ferran,,4372231.884,727494.166,,,0,
1696,1696,Jesús,,4370988.141,725015.731,,,0,
17,17,Cavite - Font d'en Carròs,,4373626.458,729925.074,,,0,
170,170,Dr. Gómez Ferrer - Menéndez y Pelayo,,4373366.614,726993.287,,,0,
1700,1700,Camp del Túria - Marina Baixa,,4374652.223,723008.442,,,0,
1706,1706,Pinedo,,4366716.894,729330.504,,,0,
171,171,Cavanilles - Primat Reig,,4373805.628,726690.511,,,0,
1714,1714,Fires(imparell) - Cementeri,,4376054.922,721423.645,,,0,
1715,1715,Fires(parell) - Cementeri,,4376062.343,721452.095,,,0,
1716,1716,Ferran el Catòlic - S. Ignacio de Loyola,,4372648.428,724673.08,,,0,
172,172,Cavanilles - Álvaro de Bazán,,4373580.353,726606.077,,,0,
1720,1720,Corts Valencianes - Constitució,,4376555.679,726515.692,,,0,
1721,1721,Corts Valencianes - Dr. Barraquer,,4376547.457,726526.471,,,0,
1723,1723,Ribàs(parell) - Dr. Ruiz Comes,,4367946.755,727234.947,,,0,
1724,1724,Ribàs(imparell) - Dr. Ruiz Comes,,4367941.146,727248.806,,,0,
173,173,Cavanilles - Vivers,,4373372.433,726532.81,,,0,
1733,1733,Hospital Dr. Peset,,4370206.688,724288.952,,,0,
1734,1734,Carda - Moro Zeit,,4372777.315,725285.45,,,0,
174,174,Jaume Roig - Álvaro de Bazán,,4373503.413,726724.682,,,0,
1741,1741,Campanar,,4373671.175,724058.732,,,0,
1742,1742,Beat Juan Grande - Vicent la Roda,,4373422.972,729677.677,,,0,
1743,1743,Albereda - Palau de la Música,,4371737.37,727158.94,,,0,
1744,1744,Albereda (riu) - L'Hemisfèric,,4371107.297,727737.684,,,0,
1745,1745,Albereda (riu) - Museu de les Ciències,,4370907.089,727976.187,,,0,
1746,1746,Menorca -  Centre Comercial,,4370921.977,728426.876,,,0,
1747,1747,Serradora - Port,,4371439.599,729017.586,,,0,
1748,1748,Marítim - Serradora,,4371658.898,729171.515,,,0,
1749,1749,Lluís Peixó - Comte Melito,,4372900.606,729365.184,,,0,
175,175,Jaume Roig - Primat Reig,,4373719.432,726797.996,,,0,
1750,1750,Fausto Elio (parell) - Universitat Politècnica,,4373329.583,729419.248,,,0,
1751,1751,La Malva-rosa - Mendizàbal,,4373880.344,729699.623,,,0,
1752,1752,Fausto Elio (imparell) - Universitat Politècnica,,4373353.089,729390.015,,,0,
1753,1753,Lluís Peixó - Tarongers,,4372914.218,729339.745,,,0,
1754,1754,Marí Blas de Lezo - Camí Cabanyal,,4372596.933,729303.054,,,0,
1755,1755,Marí Blas de Lezo(imparell) -Estació Cabanyal,,4372427.512,729274.71,,,0,
1756,1756,Serradora - Sants Just i Pastor,,4371913.369,729224.979,,,0,
1757,1757,Marítim - Serradora,,4371720.264,729164.559,,,0,
1759,1759,Menorca -  Centre Comercial,,4370902.463,728352.682,,,0,
1760,1760,Albereda - Museu de les Ciències,,4370924.067,727995.419,,,0,
1761,1761,Albereda - L'Hemisfèric,,4371117.79,727769.05,,,0,
1763,1763,Jacinto Benavente - Pont Angel Custodi,,4371628.723,727018.57,,,0,
1764,1764,Jacinto Benavente - Palau de la Música,,4371904.75,726887.899,,,0,
1765,1765,Museu Faller,,4371063.828,727255.628,,,0,
1766,1766,Guillem de Castro - Comissaria de policia,,4372305.305,725067.187,,,0,
1768,1768,Marí Blas de Lezo(parell) -Estació Cabanyal,,4372292.294,729302.083,,,0,
1769,1769,la Murta (imparell) - Cementeri,,4367230.41925,725691.38,,,0,
177,177,Benimaclet,,4373935.407,726872.189,,,0,
1770,1770,la Murta (imparell) - Assagador la Torre,,4367437.233125,725785.468,,,0,
1771,1771,la Murta (parell) - Assagador la Torre,,4367441.711,725773.791625,,,0,
1772,1772,la Murta (parell) - Cementeri,,4367226.546,725677.461875,,,0,
1773,1773,Doctor Álvaro López - Illa de Hierro,,4373754.599,729590.435,,,0,
1774,1774,Doctor Álvaro López - Vicent La Roda,,4373508.646,729555.611,,,0,
1775,1775,Palau de la Música,,4371956.194,727066.174,,,0,
1776,1776,Albereda - Palau de la Música,,4371795.51,727163.368,,,0,
178,178,Emili Baró - Manuel Castellanos,,4374113.321,726934.628,,,0,
1783,1783,Uruguai (imparell) - Jeroni Munyós,,4371057.356,724897.873,,,0,
1784,1784,Carcaixent - Giorgeta,,4371165.669,724873.826,,,0,
1785,1785,Uruguai (parell) - Jeroni Munyós,,4370897.015,724814.947,,,0,
179,179,Emili Baró - Francesc Martínez,,4374292.131,726998.636,,,0,
18,18,Malva-rosa - Cavite,,4373801.134,729931.043,,,0,
1801,1801,Finlàndia - Aragó,,4372431.224,727199.793,,,0,
1802,1802,Centre de Salut Xile,,4372477.783,727444.286,,,0,
1804,1804,Joaquín Costa - Comte d'Altea,,4371801.734,726498.087,,,0,
1805,1805,Mercat de Colón,,4372160.647,726427.958,,,0,
1806,1806,Molinell (imparell) - Alboraia,,4373924.543,726184.423,,,0,
1807,1807,Argenter Suárez - Ministre Luis Mayans,,4373947.236,725931.765,,,0,
1808,1808,Ruaya (parell) - Visitació,,4373946.35,725577.548,,,0,
1809,1809,Reus,,4373962.992,725323.488,,,0,
1810,1810,Reus - Periodista Llorente,,4373956.353,725020.806,,,0,
1812,1812,Joaquím Ballester (imparell) - Pare Ferris,,4373842.668,724858.58,,,0,
1813,1813,Reus,,4373950.222,725084.674,,,0,
1814,1814,Reus - Poeta Fernández Heredia,,4373938.068,725379.761,,,0,
1815,1815,Ruaya (imparell) - Visitació,,4373922.459,725637.051,,,0,
1816,1816,Argenter Suárez - Miraculosa,,4373924.733,725940.634,,,0,
1817,1817,Font de la Figuera - Dr. Waksman,,4370741.001,726047.044,,,0,
1818,1818,Sueca - Peris i Valero,,4370995.364,726001.134,,,0,
1819,1819,Ausiàs March - Manuel Sanchis Guarner,,4370626.355,725839.943,,,0,
1820,1820,Pedreguer - Juan Ramón Jiménez,,4370419.046,725769.403,,,0,
1821,1821,Ausiàs March - Bernat Descoll,,4370236.662,726060.423,,,0,
1822,1822,Ausiàs March - Na Rovella,,4370028.958,726187.37,,,0,
1824,1824,Benicalap,,4375201.345,724873.294,,,0,
1825,1825,Joan XXIII - Federico Alcacer Aguilar,,4374979.199,724943.849,,,0,
1826,1826,Joan XXIII (imparell) - Félix del Río,,4374484.932,725104.046,,,0,
1827,1827,General Avilés - Pius XII,,4373952.229,724009.671,,,0,
1828,1828,General Avilés - Miguel Servet (imparell),,4374087.824,724234.558,,,0,
1829,1829,General Avilés - Conchita Piquer,,4374185.718,724407.421,,,0,
1832,1832,Equador - Salvador Tuset,,4375062.287,724187.471,,,0,
1833,1833,Centre de Salut Assutzena,,4374856.584,724372.939,,,0,
1834,1834,Poeta Serrano Clavero - Equador,,4374802.339,724586.203,,,0,
1835,1835,Federico Alcacer Aguilar - Poeta Serrano Clavero,,4374969.505,724758.49,,,0,
1836,1836,Federico Alcacer Aguilar - Joan XXIII,,4374999.442,724927.947,,,0,
1837,1837,Riu Nervión - Riu Segre,,4375054.469,725105.112,,,0,
1838,1838,Duc de Mandas - Constitució,,4374975.619,726083.389,,,0,
1839,1839,Orriols,,4374782.509,726300.883,,,0,
1840,1840,Duc de Mandas - Motilla del Palancar,,4374564.153,726540.357,,,0,
1841,1841,Valladolid - Vinaròs,,4374428.754,726822.228,,,0,
1842,1842,Valladolid - Dolores Marqués,,4374444.583,726824.666,,,0,
1843,1843,Duc de Mandas - Alfahuir,,4374605.255,726515.98,,,0,
1844,1844,Centre de Salut Arquitecto Tolsà,,4374787.606,726311.284,,,0,
1845,1845,Duc de Mandas (imparell) - Arquitecto Rodríguez,,4374940.235,726147.122,,,0,
1846,1846,Pere Cabanes - Camí Montcada,,4374829.962,725166.277,,,0,
1847,1847,Castellonet - Joan XXIII,,4374780.51,724995.502,,,0,
1848,1848,Castellonet - Alfara del Patriarca,,4374713.038,724781.472,,,0,
1849,1849,Equador - General Llorens,,4374776.226,724597.809,,,0,
1850,1850,Casa de la Caritat,,4374877.953,724365.913,,,0,
1854,1854,Peris i Valero - Duc de Calàbria,,4371281.42,726637.75,,,0,
1858,1858,Estació del Nord - Castelló,,4371807.665,725663.996,,,0,
1859,1859,Carters - Pl. Santiago Suárez,,4370283.579,724708.157,,,0,
186,186,Primat Reig - Jaume Roig,,4373815.952,726761.17,,,0,
1860,1860,Uruguai - Marques de Bellet,,4370604.236,724833.743,,,0,
1861,1861,Constitució - Reig Genovés,,4374812.272,725890.301,,,0,
1862,1862,Constitució - Coronel Montesinos,,4374813.443,725872.427,,,0,
1865,1865,Pérez Galdós - Sant Josep de la Muntanya,,4372618.239,724083.288,,,0,
1866,1866,Arxiduc Carles - Fontanars dels Alforins,,4371340.906,723877.934,,,0,
188,188,Primat Reig - Campus Universitari,,4373390.846,727226.376,,,0,
1883,1883,Fra Juníper Serra -Torrent,,4371269.601,723605.101,,,0,
1895,1895,Catalunya - Clariano,,4373478.941,727763.163,,,0,
1896,1896,Tarongers - Facultat de Dret,,4373319.454,728464.848,,,0,
1897,1897,Tarongers - Facultat d'Economia,,4373213.594,728788.702,,,0,
1898,1898,Tarongers - Aparcament,,4373092.411,729145.637,,,0,
1900,1900,Col·legi Major,,4373259.212,728798.452,,,0,
1901,1901,Direcció General de Salut Pública,,4373523.515,727690.731,,,0,
1902,1902,Catalunya - Guardia Civil,,4373353.229,727559.096,,,0,
1905,1905,Tres Creus - Gaspar Aguilar,,4369990.367,724132.646,,,0,
1918,1918,Serradora - Beteró,,4373098.853,729280.728,,,0,
1919,1919,Poliesportiu Natzaret - Pont de les Drassanes,,4370319.118,729560.767,,,0,
192,192,Primat Reig - Camí Vera,,4373389.56,727277.535,,,0,
1928,1928,Gaspar Aguilar - Montesa,,4370424.952,724395.655,,,0,
1929,1929,Gaspar Aguilar (parell) - Dr. Tomas Sala,,4370002.725,724190.633,,,0,
1930,1930,Gaspar Aguilar (imparell) - Dr.Tomas Sala,,4369988.502,724207.523,,,0,
1931,1931,Hospital Dr. Peset,,4370231.567,724323.624,,,0,
1932,1932,Gaspar Aguilar - Costa i Borràs,,4370617.156,724509.774,,,0,
1936,1936,Sant Isidre,,4370070.059,723485.128,,,0,
1937,1937,Arquitecte Segura de Lago - Dr. Rafael Bartual,,4370325.44,723443.487,,,0,
1938,1938,Tres Creus - Bolívia,,4370642.404,723607.876,,,0,
194,194,Primat Reig - Emili Baró,,4373852.551,726764.555,,,0,
1940,1940,Fonteta de Sant Lluís,,4369113.872,726435.63,,,0,
1943,1943,Bulevard Sud- Pont,,4369556.018,724898.665,,,0,
1944,1944,Bulevard Sud (parell) - Malilla,,4369489.773,725305.486,,,0,
1946,1946,Hospital la Fe,,4369436.053,725832.131,,,0,
1947,1947,Rotonda dels Hams,,4369566.28,726312.053,,,0,
1949,1949,Tarongers - Facultat de Magisteri,,4373387.323,728270.142,,,0,
1950,1950,Illes Canàries,,4371530.459,728053.783,,,0,
1951,1951,Pere II El Cerimonios - Vicente Beltrán Grimalt,,4371468.608,728223.964,,,0,
1952,1952,Pintor Maella - Vicent Vidal (Cronista),,4371301.324,728177.867,,,0,
1953,1953,Pintor Maella (parell) - França,,4371070.585,728120.391,,,0,
1954,1954,Pintor Maella - Luis Bolinches Compañ,,4370911.9,728155.376,,,0,
1955,1955,Pintor Maella - Menorca,,4370847.251,728218.798,,,0,
1956,1956,Pintor Maella (imparell) - França,,4371068.502,728144.963,,,0,
1957,1957,Pintor Maella - Balears,,4371305.072,728201.607,,,0,
1958,1958,Pintor Maella - Illes Canàries,,4371572.464,728295.317,,,0,
1959,1959,Blanqueria - Pare d' Òrfens,,4373369.249,725536.326,,,0,
1961,1961,Alfahuir - Germans Machado,,4374881.619,727091.949,,,0,
1962,1962,Mestre Rodrigo - Canal de Navarrés,,4374466.929,722985.137,,,0,
1963,1963,Club Nàutic,,4367661.174,729408.607,,,0,
1964,1964,Hospital la Fe,,4369494.028,725690.829,,,0,
1965,1965,Bulevard Sud (imparell) - Malilla,,4369529.463,725345.311,,,0,
1968,1968,Plaça d'Espanya,,4371813.03,725220.753,,,0,
197,197,Primat Reig - Sant Vicent de Paül,,4374470.134,726082.076,,,0,
198,198,Pare Viñas - Reig Genovés,,4374693.917,726026.285,,,0,
1980,1980,Major de Natzaret - Castell de Pop,,4369944.286,729352.71,,,0,
1981,1981,Aras de los Olmos - Castell de Pop,,4369938.601,729479.986,,,0,
1988,1988,Estadi Ciutat de València,,4374588.769,726810.499,,,0,
1989,1989,Centre Salut Alfahuir,,4374820.432,727077.663,,,0,
199,199,Pare Viñas - Duc de Mandas,,4374914.077,726121.418,,,0,
1990,1990,Estadi Ciutat de València,,4374729.237,726898.395,,,0,
1991,1991,Alfahuir - Arquitecte Tolsà,,4374544.308,726658.957,,,0,
1994,1994,Bulevard Sud - Ausiàs March,,4369528.884,726356.07,,,0,
1999,1999,Tres Forques - Casa Misericòrdia,,4371375.922,722922.453,,,0,
20,20,la Malva-rosa - Mendizábal,,4373889.838,729817.254,,,0,
200,200,Pare Viñas - Daroca,,4375115.675,726251.6,,,0,
2004,2004,Cid (via servici) - Alejandro Volta,,4372030.95,722389.261,,,0,
2005,2005,Marconi - Barri de la Llum,,4371846.352,722420.585,,,0,
2006,2006,Pare Esteban Pernet  - Centre Comercial,,4371796.845,722582.474,,,0,
2007,2007,Pare Esteban Pernet - Casa Misericòrdia,,4371820.877,722845.356,,,0,
2008,2008,Pare Esteban Pernet  - Centre Comercial,,4371804.804,722558.915,,,0,
2009,2009,Tres Creus - Music Ayllón,,4371811.397,723184.21,,,0,
2014,2014,Teatre Principal,,4372288.64,725870.336,,,0,
202,202,Sant Joan Bosco - Daroca,,4375174.605,726151.723,,,0,
2027,2027,Port - Trafalgar,,4371559.185,728479.663,,,0,
2030,2030,Alboraia,,4375152.912,727480.914875,,,0,
2032,2032,Les Corts,,4373194.454,725841.999,,,0,
2041,2041,Les Arts,,4370799.065,727419.308,,,0,
2042,2042,Ciutat de la Justícia,,4370568.966,727634.482,,,0,
2043,2043,Àgora,,4370388.907,727982.506,,,0,
2044,2044,Oceanogràfic,,4370305.141,728213.425,,,0,
2045,2045,Centre d'Investigació Príncep Felip,,4370246.322,728465.659,,,0,
2046,2046,Barraques del Figuero (parell) - Llauradors,,4370154.793,728842.302,,,0,
2047,2047,Barraques del Figuero - Ignacio Zuloaga,,4370060.784,729204.811,,,0,
2048,2048,Barraques del Figuero - Cocoters,,4370075.839,729209.3,,,0,
2049,2049,Barraques del Figuero (imparell) - Llauradors,,4370172.879,728848.478,,,0,
2050,2050,Centre d'Investigació Príncep Felip,,4370287.09,728340.864,,,0,
2051,2051,Oceanogràfic,,4370321.689,728238.187,,,0,
2052,2052,Àgora,,4370403.164,727996.29,,,0,
2053,2053,Museu de les Ciències,,4370601.304,727704.134,,,0,
2054,2054,Les Arts,,4370838.865,727469.061,,,0,
206,206,Primat Reig - Bilbao,,4374469.051,726038.017,,,0,
2060,2060,Eivissa (parell) - Illes Canàries,,4371342.175,728858.563,,,0,
2063,2063,Vinalesa - Cases de Bàrcena,,4378135.494,727173.665,,,0,
2064,2064,Terrateig - Jorge Comín,,4373384.358,723315.549,,,0,
2066,2066,Hospital 9 d'Octubre,,4373094.936,723380.81,,,0,
2067,2067,Vall de la Ballestera - Eduardo Soler i Pérez,,4373118.799,723708.34,,,0,
2069,2069,Terrateig - Poeta Rafael Alberti,,4373372.192,723289.51,,,0,
207,207,Primat Reig - Almassora,,4374267.958,726257.785,,,0,
2070,2070,Ciutat Administrativa 9 d'Octubre,,4372379.485,723168.535,,,0,
2071,2071,Ciutat Administrativa 9 d'Octubre,,4372220.858,723220.373,,,0,
2072,2072,Conselleries,,4372420.957,723189.271,,,0,
2077,2077,Germanies - Alacant,,4371495.654,725586.471,,,0,
2078,2078,Parc Central,,4370915.265,725673.125,,,0,
2080,2080,Germanies - Cuba,,4371449.179,725640.284,,,0,
2084,2084,Vinalesa,,4379311.164,726250.565,,,0,
2085,2085,Torrefiel,,4375385.815,725529.797,,,0,
2093,2093,Parc de Capçalera,,4372699.791,723245,,,0,
2094,2094,Molinell (parell) - Pintor Genaro Lahuerta,,4373890.86,726442.789,,,0,
2095,2095,Molinell (imparell) - Pintor Genaro Lahuerta,,4373903.863,726449.881,,,0,
2096,2096,Bioparc,,4372789.903,723131.415,,,0,
2097,2097,Vall de la Ballestera (imparell) - Mestre Rodrigo,,4373183.883,723817.157,,,0,
2098,2098,Hospital 9 d'Octubre,,4373108.15,723586.517,,,0,
2099,2099,Nou d'Octubre,,4372133.149,723132.813,,,0,
2100,2100,Tres Creus (parell) - Campos Crespo,,4370253.242,723784.403,,,0,
2105,2105,Moncada - Alfara,,4380271.682,724474.007,,,0,
2111,2111,Mare Nostrum - Illa de Tabarca,,4374064.426,729959.655,,,0,
2112,2112,Mare Nostrum - Mar Tirreno,,4374308.538,729983.351,,,0,
2113,2113,Blasco Ibáñez - Mar Tirreno,,4374315.692,729826.854,,,0,
2114,2114,Blasco Ibáñez - Arnau de Vilanova,,4374039.617,729780.566,,,0,
2122,2122,Parc de Natzaret,,4369509.293,729479.424,,,0,
2127,2127,Filipines - Gibraltar,,4371189.077,725508.379,,,0,
2128,2128,Filipines - Puerto Rico,,4371169.048,725560.619,,,0,
215,215,Primat Reig,,4374128.711,726363.733,,,0,
2153,2153,San Vicent Màrtir - Pl. Espanya,,4371611.906,725253.458,,,0,
2154,2154,Parc Central,,4370923.139,725721.251,,,0,
2157,2157,Ausiàs March - Pianista Martínez Carrasco,,4369746.483,726346.202,,,0,
2158,2158,La Barraca,,4369507.484,726033.502,,,0,
216,216,Primat Reig - Calderón de la Barca,,4374037.467,726514.424,,,0,
2160,2160,Burjassot - Marxalenes,,4374010.691,724738.227,,,0,
